1 1 2
10 10 1
2 1 0
8 1 0
5 2 0
9 2 0
4 3 0
5 3 0
7 3 0
9 3 0
1 4 0
5 5 0
1 6 0
7 6 0
9 7 0
5 8 0
8 8 0
9 9 0
