44
29
26
23
16
16
13
11
3
0
45
37
34
25
20
16
10
10
2
0
50
48
40
32
25
19
10
3
0
0
42
27
21
17
11
11
2
2
2
0
47
42
29
24
15
10
10
7
3
0
43
40
33
30
25
22
16
8
0
0
45
41
34
31
23
23
16
9
5
0
40
29
29
26
18
14
12
6
2
0
46
36
29
29
27
19
19
11
6
0
47
47
37
37
34
19
14
12
2
0
